PI_Accession,Latitude,Longitude,Trials_Evaluated,Country_Origin,Latitude_DMS,Longitude_DMS,Cultivar_Name,PC1,PC2,PC3,PC4,PC5,K_2,K_3,K_4,K_5,CP,DMY,IVTD,NDF,FTH,PTHT,SDMG,PLYLD,CP_2008,CP_2009,DMY_2008,DMY_2009,IVTD_2008,IVTD_2009,NDF_2008,NDF_2009,FTH_2007,FTH_2008,FTH_2009,PTHT_2007,PTHT_2008,PTHT_2009,SDMG_2007,SDMG_2008,SDMG_2009,PLYLD_2007,PLYLD_2008,PLYLD_2009,ZDK_2008
PI401226,36.98916667,55.06194444,Agronomic,Iran,36 59 21N,55 03 43E,NA,-41.53419877,-10.64125847,-4.113525611,-1.629843541,4.177896679,1,1,1,5,NA,NA,NA,NA,18.69413227,101.1037872,5.78829933,7.586301086,NA,NA,NA,NA,NA,NA,NA,NA,26.19983399,27.99169887,16.915466,87.4647997,114.9805417,92.43895623,5.212977509,6.983046085,4.608528042,2.834948041,12.66647951,2.53124211,51.04832162
PI401227,36.98916667,55.06194444,Agronomic,Iran,36 59 21N,55 03 43E,NA,-45.38053842,4.650815726,-5.382825932,1.388779068,2.072432969,1,2,3,1,NA,NA,NA,NA,17.6772515,101.261686,5.784577772,7.647021877,NA,NA,NA,NA,NA,NA,NA,NA,22.51902395,25.2979025,10.03412109,89.9876883,117.5423118,89.9113463,5.101217124,6.750238581,4.794148207,3.799094312,12.26734658,2.716542677,52.05742793
PI401228,36.98916667,55.06194444,Agronomic,Iran,36 59 21N,55 03 43E,NA,-43.07097095,-3.136009886,-4.755166184,-1.841525153,3.030714588,1,1,1,5,NA,NA,NA,NA,16.12248399,100.9458884,5.787579028,7.569624249,NA,NA,NA,NA,NA,NA,NA,NA,13.19094371,14.30721331,9.679934223,87.4647997,112.4187715,92.43895623,4.430654815,6.70367708,5.650063409,2.539483861,10.28683887,5.120155742,51.04832162
PI401230,36.98916667,55.06194444,Agronomic,Iran,36 59 21N,55 03 43E,NA,-42.18524513,-14.852658,-6.193739574,-1.709048477,6.899430058,1,1,1,5,NA,NA,NA,NA,16.54489612,101.261686,5.781868171,7.186608548,NA,NA,NA,NA,NA,NA,NA,NA,13.94727454,17.70139673,12.21525035,87.4647997,104.733461,105.0770059,4.476374972,6.367399574,6.052662308,1.414646545,7.300920367,4.898423922,52.05742793
PI401231,36.98916667,55.06194444,Agronomic,Iran,36 59 21N,55 03 43E,NA,-44.22496381,-2.837100716,-4.922774897,2.302224803,-0.014546456,1,1,1,5,NA,NA,NA,NA,17.29248581,101.261686,5.783137169,8.077626357,NA,NA,NA,NA,NA,NA,NA,NA,18.68694774,29.12309335,5.32849553,87.4647997,114.9805417,94.96656616,4.943736582,6.67780958,4.964300024,4.566264463,14.38931912,5.040741214,50.03921532
PI401232,36.21694444,51.29944444,Agronomic,Iran,36 13 01N,51 17 58E,NA,-39.02967667,-20.90983925,-3.902889666,3.33529659,-3.753676916,1,1,1,5,NA,NA,NA,NA,17.75577511,102.9985728,5.811228925,7.291676968,NA,NA,NA,NA,NA,NA,NA,NA,16.87175375,30.84712303,11.5014667,87.4647997,130.3511627,107.6046158,5.289177771,7.112383588,5.38710151,0.414215199,10.46872223,3.658928416,50.03921532
PI401233,36.21694444,51.29944444,Agronomic,Iran,36 13 01N,51 17 58E,NA,-29.96887753,-3.052919632,3.608571002,11.61694173,-13.08596902,1,1,1,5,NA,NA,NA,NA,15.67882559,101.5774836,5.783737421,8.387644478,NA,NA,NA,NA,NA,NA,NA,NA,14.5523392,7.033963103,9.426943602,95.03346548,107.2952311,100.021786,5.426338244,6.13459207,5.041641759,2.834948041,17.48638857,7.401999864,51.04832162
PI401234,36.21694444,51.29944444,Agronomic,Iran,36 13 01N,51 17 58E,NA,-43.5469423,-17.07006732,-2.919220042,3.795425049,-10.17236265,1,1,1,5,NA,NA,NA,NA,16.86453212,101.261686,5.780135914,8.669012649,NA,NA,NA,NA,NA,NA,NA,NA,14.90529359,17.37814117,14.63855041,89.9876883,112.4187715,94.96656616,4.755775934,6.434655075,5.268510849,2.731276399,17.99667244,10.45681206,51.04832162
PI401235,36.21694444,51.29944444,Agronomic,Iran,36 13 01N,51 17 58E,NA,-21.26700787,6.756105122,-6.582538537,15.03175141,-10.26158924,1,1,1,5,NA,NA,NA,NA,17.13543858,100.472192,5.782296818,7.918127378,NA,NA,NA,NA,NA,NA,NA,NA,11.22448355,26.37542105,13.3735973,82.41902251,107.2952311,94.96656616,4.644015549,6.595033578,5.31491589,2.109246547,14.79855668,5.146627252,51.04832162
PI401236,36.21694444,51.29944444,Agronomic,Iran,36 13 01N,51 17 58E,NA,-43.44621968,-25.73746845,-10.64982719,2.185054091,12.93263809,1,1,1,5,NA,NA,NA,NA,17.01293536,100.3142932,5.825110583,7.29807345,NA,NA,NA,NA,NA,NA,NA,NA,18.24748371,28.63821,4.721318038,67.28169094,120.104082,94.96656616,5.842440298,7.510743095,5.201481345,0.861214341,6.608753133,5.628408725,49.03010901
PI401237,36.21694444,51.29944444,Agronomic,Iran,36 13 01N,51 17 58E,NA,-45.58834119,-23.67336699,-8.030972757,1.589025578,4.386755534,1,1,1,5,NA,NA,NA,NA,17.30198816,100.3142932,5.805052832,8.050660655,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.78278585,12.91821418,72.32746813,109.8570013,100.021786,NA,7.340017592,4.825084901,NA,10.0695893,6.644914691,46.0027901
PI401238,36.21694444,51.29944444,Agronomic,Iran,36 13 01N,51 17 58E,NA,-31.43575526,-15.30659998,0.268033089,5.783288465,3.586883157,1,1,1,5,NA,NA,NA,NA,19.77632424,103.0444381,5.875820619,7.905045646,NA,NA,NA,NA,NA,NA,NA,NA,25.63574969,61.53951982,17.71536108,95.77606319,125.5518387,110.2024256,5.698865569,11.55143899,4.949764023,1.038791657,11.95621745,8.461940456,49.37288683
PI401239,36.21694444,51.29944444,Agronomic,Iran,36 13 01N,51 17 58E,NA,-45.80514552,-23.93324375,-7.6551131,1.464301968,5.336128074,1,1,1,5,NA,NA,NA,NA,18.18765498,100.6300908,5.779175512,7.59143242,NA,NA,NA,NA,NA,NA,NA,NA,17.88019486,31.43975823,15.49871852,84.94191111,114.9805417,87.38373637,5.040256914,6.491563576,4.881802173,2.047043561,12.66647951,3.399507623,50.03921532
PI401240,36.21694444,51.29944444,Agronomic,Iran,36 13 01N,51 17 58E,NA,-36.34388582,-16.88660288,-4.476749945,7.751341361,1.879188307,1,1,1,5,NA,NA,NA,NA,16.970539,99.84059683,5.797663248,7.179642833,NA,NA,NA,NA,NA,NA,NA,NA,14.75402742,20.23356532,13.47479355,82.41902251,109.8570013,82.32851652,5.223137544,6.269103072,5.711936797,0.652659976,8.937870614,3.632456907,51.04832162
PI401241,36.21694444,51.29944444,Agronomic,Iran,36 13 01N,51 17 58E,NA,-47.81763858,-7.590750286,-8.380075148,3.561720863,1.128831053,1,1,1,5,NA,NA,NA,NA,17.19433129,101.261686,5.824434451,7.823625303,NA,NA,NA,NA,NA,NA,NA,NA,13.03967754,32.24789714,6.795841136,87.4647997,114.9805417,94.96656616,5.126617211,7.966011103,5.268510849,6.313131631,7.881936658,6.930806994,55.08474684
PI401242,35.9775,52.04694444,Agronomic,Iran,35 58 39N,52 02 49E,NA,-11.85711859,-19.54390901,9.18327947,15.19230291,-1.064286217,1,1,1,5,NA,NA,NA,NA,19.33017353,101.7353824,5.781936667,7.819349191,NA,NA,NA,NA,NA,NA,NA,NA,19.64496679,29.12309335,30.6275577,87.4647997,117.5423118,100.021786,5.116457176,7.008913586,4.407439531,5.478574913,8.55389463,7.026104429,50.03921532
PI401243,36.33805556,53.34805556,Agronomic,Iran,36 20 17N,53 20 53E,NA,-46.62494449,-23.09705247,-9.874923486,1.44796037,4.445339492,1,1,1,5,NA,NA,NA,NA,20.56299423,101.5774836,5.789619882,8.28501779,NA,NA,NA,NA,NA,NA,NA,NA,27.05700893,36.34246762,32.2972958,87.4647997,120.104082,94.96656616,4.867536319,7.567651596,4.433220109,6.898876409,15.44020076,4.124826984,51.04832162
PI401244,38.39305556,47.63583333,Agronomic,Iran,38 23 35N,47 38 09E,NA,-41.96907845,-20.8176394,-5.242703379,-5.805501472,-4.819708885,1,1,1,4,NA,NA,NA,NA,17.29641199,100.1563944,5.779655713,7.749648565,NA,NA,NA,NA,NA,NA,NA,NA,16.56922142,22.17309871,14.03137292,92.51057689,99.60992062,87.38373637,4.699895742,6.641595079,5.098359032,8.4072988,7.174612478,4.617197061,46.0027901
PI440001,43.88444444,41.73027778,Agronomic/Forage,Russia,43 53 04N,41 43 49E,NA,69.41941409,-1.205195455,20.505174,-33.92903137,3.420322545,2,3,4,3,8.610414316,1.58292912,69.5347679,62.79512258,16.45228316,102.6827752,5.809548222,7.28184191,7.391510368,7.66798981,1.196818079,2.989976361,69.66330284,69.3941891,60.89774138,63.74007205,10.2664645,26.64480069,5.277897406,105.1250199,117.5423118,97.49417608,5.421258226,6.993393085,5.299447543,10.18526746,2.051564483,2.377707355,48.02100271
PI440002,43.88444444,41.73027778,Agronomic/Forage,Russia,43 53 04N,41 43 49E,NA,59.32754627,7.60721364,12.49714149,-24.96675319,-0.93402222,2,3,4,3,9.107574789,1.68563232,69.96266181,62.72046753,16.19708142,100.3142932,5.828156008,7.144151103,10.1308934,9.852070891,1.435827767,3.738760575,70.20838685,70.95749136,59.05838964,62.73152449,5.476369237,28.96146557,4.620121789,84.94191111,107.2952311,89.9113463,6.533782058,6.760585581,5.201481345,2.596503264,7.876884343,2.319470034,40.95725859
PI440003,44.80916667,42.03333333,Agronomic/Forage,Russia,44 48 33N,42 02 00E,NA,52.49325931,6.262916912,19.8351556,-29.1478645,0.991213387,2,3,4,3,8.434357035,1.516185799,68.20350494,62.72249355,15.82016809,102.5248764,5.776894557,9.041889617,7.200182484,5.87161173,1.043789272,2.500870845,66.33498581,66.14290533,57.26261686,64.31365914,12.33376877,13.76845403,7.150028006,100.0792427,122.6658522,94.96656616,5.720979258,5.62241556,4.959143908,19.80081226,10.1655833,5.845475103,49.03010901
PI440004,45.05,41.96666667,Agronomic/Forage,Russia,45 03 00N,41 58 00E,NA,107.991466,3.424740174,-35.79168818,-6.203906625,-8.424765584,2,3,4,3,8.842402823,1.607827528,70.061915,62.80655242,14.85040148,103.9459656,5.85936907,9.018798612,8.674392629,8.681082763,1.098697439,3.341208194,69.8469484,71.80201087,61.49402098,63.62941148,3.005688524,14.79209665,3.051579935,105.1250199,127.7893925,107.6046158,6.60998232,7.039954586,6.18629944,13.77748986,12.89383371,8.852638586,41.96636489
PI440005,45.05,41.96666667,Agronomic/Forage,Russia,45 03 00N,41 58 00E,NA,106.4122345,2.55900004,-33.96110435,-7.272158759,-7.907887843,2,3,4,3,8.6067422,1.485212727,70.57213236,62.7977623,15.94973205,102.840674,5.808347719,10.22765548,8.391899556,6.311216906,1.056954826,2.182357652,71.0457121,73.12399163,60.90547381,63.82400558,9.106757223,19.47930234,6.694644887,117.7394628,112.4187715,92.43895623,6.071500465,6.108724569,5.46959936,26.57575407,19.36584996,3.965997927,35.40717392
PI440006,45.04972222,41.96666667,Agronomic/Forage,Russia,45 02 59N,41 58 00E,NA,18.05725378,8.098817091,40.48844808,-47.2621481,7.247662885,2,3,2,2,8.745158945,1.592101288,69.53169629,62.77593888,16.16567198,102.2090788,5.772092548,7.752641843,8.429698595,7.871471352,0.734476308,3.582808716,69.79830695,69.24575135,59.96430262,63.86906985,13.94727454,16.40837447,7.504214877,97.55635408,120.104082,94.96656616,5.279017736,5.953519566,4.871489942,9.506218206,8.644836311,1.991223316,47.01189641
PI440007,45.04972222,41.96666667,Agronomic/Forage,Russia,45 02 59N,41 58 00E,NA,13.89977723,8.496440312,46.61256343,-55.10454343,10.54935696,2,3,2,2,8.667985359,1.556281797,68.33377564,62.83826627,17.96778887,100.7879896,5.827075556,7.605971201,8.415464448,6.992573663,1.038342623,2.900589858,66.13367516,66.98160858,60.2992345,65.72251052,10.77068505,44.63936045,7.403018628,92.51057689,104.733461,92.43895623,5.969900116,7.25206809,5.237574155,9.044879399,5.679127067,3.75422585,50.03921532
PI440008,45.05444444,41.99361111,Agronomic/Forage,Russia,45 03 16N,41 59 37E,NA,105.4306486,2.376532019,-36.76829258,-3.122105891,-0.681214244,2,3,4,3,8.564235974,1.506982164,70.23709723,62.82551605,15.63015606,101.4195848,5.798603324,9.475398113,8.276264963,5.968725078,1.071582725,2.380256306,72.1697828,70.36807611,61.21884734,64.51097904,8.126571418,18.56341157,3.00098181,64.75880235,127.7893925,107.6046158,6.078313066,5.927652066,5.557253327,13.42742091,21.08868958,7.740835186,29.85708925
PI440009,45.05444444,41.99361111,Agronomic/Forage,Russia,45 03 16N,41 59 37E,NA,102.8174643,3.450244613,-29.95364303,-12.05999852,-7.316266808,2,3,4,3,8.784815651,1.563236837,70.13618624,62.82899367,15.22731482,103.1564716,5.829836712,9.569134228,9.154545163,7.380589328,1.248070893,2.740839613,69.70866108,72.30340687,61.05823132,64.76543464,6.989030898,14.89984851,3.8105518,110.1707971,112.4187715,105.0770059,6.462661813,5.969040067,6.134738283,14.67424956,19.65383195,7.666714959,35.40717392
PI440010,45.05194444,41.97972222,Agronomic/Forage,Russia,45 03 07N,41 58 47E,NA,50.22704277,5.228438825,21.44383792,-35.88612956,5.373161759,2,3,4,3,8.718389592,1.442154507,69.59162857,62.75042604,17.29641199,101.4195848,5.799584052,8.529611397,9.140311016,6.62669459,1.118139021,1.69293678,68.699467,70.62550686,57.83326177,64.79003768,15.9137347,31.06262673,6.340458017,84.94191111,114.9805417,100.021786,5.111377159,7.464181594,4.716806471,5.52004357,14.83897521,9.191473908,51.04832162
PI440011,45.335,42.85444444,Agronomic/Forage,Russia,45 20 06N,42 51 16E,NA,105.7038164,2.800301168,-35.95190451,-2.176285181,-1.342380757,2,3,4,3,8.670904773,1.560908178,71.08206982,62.79808671,15.44718093,102.2090788,5.818071788,8.152030706,7.684238697,7.98703186,0.975466534,3.014398429,70.61632551,76.0528084,62.25806069,62.69573503,16.82133169,8.75799278,2.545598691,87.4647997,120.104082,105.0770059,5.629538943,6.807147082,5.639751178,4.447042075,12.87867676,7.666714959,40.45270543
PI440012,44.80916667,42.03333333,Agronomic/Forage,Russia,44 48 33N,42 02 00E,NA,64.19059611,-1.311406058,22.30140818,-41.28461847,0.385253768,2,3,4,3,8.483492425,1.412601126,69.57708866,62.84305497,15.31761697,101.8932812,5.762248428,8.825518349,7.167382058,6.486183518,0.742862337,1.81075806,68.60503906,70.64736186,61.08617733,65.22368835,5.778901569,13.60682625,7.403018628,97.55635408,114.9805417,94.96656616,4.862456302,6.051816068,4.773523744,16.16712121,12.81299666,4.103649776,43.9845775
PI440013,44.80916667,42.03333333,Agronomic/Forage,Russia,44 48 33N,42 02 00E,NA,33.16351979,7.344732943,35.15349291,-41.92703148,3.898157886,2,3,2,2,8.503164861,1.533079318,69.37209459,62.74547205,16.33057156,102.05118,5.811228925,8.321792353,7.440353963,6.356428079,1.011160275,2.702268501,67.96456357,70.27311261,58.59175431,63.98135882,8.652958724,23.03511355,8.718569861,100.0792427,109.8570013,100.021786,5.939420011,6.491563576,5.345852584,14.92824508,8.078976966,4.093061172,46.0027901
PI440014,45.02611111,43.7,Agronomic,Russia,45 01 34N,43 42 00E,NA,85.80838101,11.10892807,-31.72024976,-6.123537807,-5.849309147,2,3,4,3,NA,NA,NA,NA,17.1315124,102.9985728,5.808107619,8.729733439,NA,NA,NA,NA,NA,NA,NA,NA,10.06477627,32.73278049,8.516177363,100.0792427,122.6658522,102.5493959,5.548258664,6.615727578,5.485067708,8.469501786,16.44561156,6.973161409,44.9936838
PI440015,45.08138889,43.04305556,Agronomic/Forage,Russia,45 04 53N,43 02 35E,NA,95.00876308,3.245452917,-17.38191694,-20.48764052,-8.332814916,2,3,4,3,9.036460465,1.521223965,70.0157332,62.76707437,15.64741614,103.7880668,5.817351487,11.07902938,10.72929885,8.238913745,0.927439693,2.676870649,70.13533545,71.29032186,58.96480202,64.40729228,13.14052165,15.27698,2.697393064,107.6479085,120.104082,110.1322257,6.24422106,6.113898069,5.675843988,13.89671225,25.24169298,21.29954237,35.40717392
PI440016,45.08138889,43.04305556,Agronomic/Forage,Russia,45 04 53N,43 02 35E,NA,16.4437234,12.29343094,37.18584342,-48.68091101,7.863891101,2,3,2,2,8.772148731,1.426495738,69.11130917,62.77274435,19.80916756,101.7353824,5.822033446,8.740423719,8.024239629,8.717977081,0.783617073,1.902905134,68.14042936,68.8184861,60.05768012,63.68095396,21.15762845,53.25950883,12.61462543,92.51057689,112.4187715,100.021786,5.192657439,8.079828105,4.984924487,10.12306448,15.95553695,5.930183934,38.43449283
PI440017,45.08138889,43.04305556,Agronomic/Forage,Russia,45 04 53N,43 02 35E,NA,9.866156725,21.3602298,19.65694505,-25.21778885,4.137383458,1,3,2,2,8.673662892,1.347868624,68.59684323,62.80865283,17.88926525,101.5774836,5.7987437,7.987400393,8.437934406,7.029092785,0.627734967,1.300187541,67.12681007,67.29276034,59.94526572,65.00601341,16.46837731,34.7261898,9.983522969,92.51057689,114.9805417,94.96656616,5.939420011,6.491563576,4.809616554,5.779222675,9.609828586,7.693186469,50.03921532
PI440018,45.08138889,43.04305556,Agronomic/Forage,Russia,45 04 53N,43 02 35E,NA,59.71192317,13.01281154,-5.981379429,-18.09502254,-9.069458757,2,3,4,3,9.051003766,1.587283234,69.84001272,62.81597276,14.92107274,102.9985728,5.768491041,11.43522951,10.02868365,9.328359176,1.511886148,2.690135284,68.36786293,72.17305237,61.97465033,63.54731875,2.804000303,17.00100968,2.090215572,107.6479085,112.4187715,105.0770059,4.969136669,5.860396565,5.12413961,28.4781287,25.4437856,10.60505252,29.85708925
PI440019,44.78361111,45.51888889,Agronomic/Forage,Russia,44 47 01N,45 31 08E,NA,28.21389836,4.092506573,36.96671349,-52.17340349,9.446981476,2,3,2,2,8.56509083,1.492714457,67.91490279,62.66017029,16.71533726,103.3143704,5.798263499,9.304015283,8.327298427,5.911632685,0.908412118,2.41755968,67.01849988,64.05021856,57.40970112,62.05432144,7.140297064,26.80642847,11.65326107,105.1250199,130.3511627,94.96656616,5.426338244,6.776106081,5.026173412,13.14509284,16.16268189,9.604429457,52.05742793
PI440021,42.9,71.36666667,Agronomic/Forage,Kazakhstan,42 54 00N,71 22 00E,NA,30.25412705,19.27481608,7.410140619,-22.50307992,-3.82245772,1,3,4,3,8.902000789,1.52674933,69.34012975,62.8438443,20.28816159,103.630168,5.819992592,8.712628991,9.456699449,8.346657659,0.862853264,2.801368263,68.88057877,69.2113121,59.0337215,66.97967267,19.34243446,61.66415351,12.71582168,112.6936856,122.6658522,100.021786,5.085977071,7.919449602,5.165388535,10.90060179,17.17819732,3.510687963,46.0027901
PI440022,42.31666667,69.59583333,Agronomic/Forage,Kazakhstan,42 19 00N,69 35 45E,NA,-29.16558767,39.91667139,6.57073123,-7.750289073,5.278616139,1,2,3,1,8.537138659,1.427703145,69.43808396,62.88620279,19.16527394,101.8932812,5.822633697,8.341890079,7.19347006,7.075867276,0.795855552,1.901455388,70.26680655,68.32318834,61.64371074,66.23244831,15.76246853,47.76416424,14.89154103,92.51057689,117.5423118,97.49417608,5.670179083,7.671121598,4.93336333,6.551576408,13.21212959,7.518474506,51.04832162
PI440023,42.35,69.66666667,Agronomic/Forage,Kazakhstan,42 21 00N,69 40 00E,NA,-17.56382572,37.31458937,19.87081817,-23.41348734,7.00672885,1,2,3,1,8.758836637,1.378719726,69.30736113,62.89162481,15.98506767,101.8932812,5.79838355,9.153923751,8.474352876,7.971898936,0.69083309,1.534573878,69.23919794,68.69613335,62.40132076,65.78003561,10.72026299,19.53317827,5.480289903,100.0792427,117.5423118,89.9113463,5.304417824,6.807147082,5.12413961,17.85178539,13.23233885,6.009598463,50.03921532
PI440024,42.31666667,69.59583333,Agronomic/Forage,Kazakhstan,42 19 00N,69 35 45E,NA,-20.77167618,34.86484258,17.57660997,-17.16046046,0.851310221,1,2,3,1,8.759336647,1.384391984,69.20431149,62.81982128,18.80406533,101.8932812,5.833438219,8.17127321,8.572849365,7.848334238,0.572514587,1.718942314,69.29583329,68.13403684,60.65677533,64.78932967,14.75402742,44.58548452,14.23376541,97.55635408,114.9805417,94.96656616,6.12230064,7.759071099,4.850865479,7.479437604,13.49505926,4.161887097,48.02100271
PI440025,42.31666667,69.59583333,Agronomic/Forage,Kazakhstan,42 19 00N,69 35 45E,NA,-10.04754121,36.31378379,4.852272652,-7.565023326,-6.280451161,1,2,3,1,8.636049237,1.479428445,68.73894825,62.9508238,18.37218546,101.8932812,5.828937277,7.744517231,8.23403858,6.859441456,0.886140122,2.311291792,69.03299816,66.10790208,63.1449788,67.18198398,14.50191715,39.03626399,14.13256917,87.4647997,122.6658522,97.49417608,5.390778121,7.603866097,5.637952177,4.021988342,7.523222253,8.667338019,51.04832162
PI440026,42.31666667,69.59583333,Agronomic/Forage,Kazakhstan,42 19 00N,69 35 45E,NA,-38.66341779,46.17771576,-0.047436448,4.126794652,1.305542699,1,2,3,1,8.904995472,1.452286852,69.43308901,62.83475663,17.15506949,101.8932812,5.802225157,8.034437625,8.776459557,9.275018747,0.713824815,2.232100312,70.08651557,68.47673734,60.02986018,65.82917089,14.60276126,27.50681552,9.17395298,95.03346548,114.9805417,97.49417608,5.019936844,6.874402583,5.510848286,9.708377908,7.477751412,6.496674238,48.02100271
PI440027,44.69944444,41.89944444,Agronomic,Russia,44 41 58N,41 53 58E,NA,3.920126624,22.54142376,23.95387938,-27.42759317,4.638174325,1,3,2,2,NA,NA,NA,NA,17.08832442,101.7353824,5.802465258,7.591004809,NA,NA,NA,NA,NA,NA,NA,NA,11.07321738,34.45681016,5.32849553,92.51057689,109.8570013,102.5493959,5.243457614,7.122730588,5.046797875,6.618962975,5.017273726,6.740212126,50.03921532
PI440028,44.69944444,41.89944444,Agronomic,Russia,44 41 58N,41 53 58E,NA,37.60825137,1.747475875,33.13563468,-44.14995358,8.848003179,2,3,2,2,NA,NA,NA,NA,15.78090628,101.5774836,5.768611091,8.247388004,NA,NA,NA,NA,NA,NA,NA,NA,3.913285521,19.85643383,9.376345477,97.55635408,112.4187715,92.43895623,4.588135357,6.419134575,4.959143908,11.04574209,10.04938004,5.072507025,51.04832162
PI440029,45.02194444,41.02555556,Agronomic,Russia,45 01 19N,41 01 32E,NA,43.86130859,20.72347685,9.863281979,2.90798924,-12.70027137,2,3,4,3,NA,NA,NA,NA,15.12523413,102.05118,5.802225157,9.28135189,NA,NA,NA,NA,NA,NA,NA,NA,14.35065098,3.963035239,5.379093654,97.55635408,104.733461,107.6046158,5.974980133,5.643109561,5.76865407,15.37403315,17.19840658,5.961949745,40.95725859
PI440030,45.02194444,41.02555556,Agronomic,Russia,45 01 19N,41 01 32E,NA,0.570523409,4.97216171,25.91756152,-25.49783608,0.918831078,1,2,2,2,NA,NA,NA,NA,17.28070726,101.5774836,5.798263499,8.349587081,NA,NA,NA,NA,NA,NA,NA,NA,14.70360537,27.56069145,10.64129859,100.0792427,114.9805417,87.38373637,4.892936407,7.189986089,5.155076304,8.894555518,15.61197949,2.705954073,49.03010901
PI440031,45.02194444,41.02555556,Agronomic,Russia,45 01 19N,41 01 32E,NA,14.75013224,21.77189505,14.55667982,-20.86810701,1.597848386,1,2,3,1,NA,NA,NA,NA,16.97839136,101.8932812,5.816631186,10.01256704,NA,NA,NA,NA,NA,NA,NA,NA,14.5523392,24.05875617,10.18591547,97.55635408,114.9805417,94.96656616,5.898779871,6.626074579,5.485067708,15.08893613,27.62133362,4.384247777,50.03921532
PI440032,44.61972222,41.86277778,Agronomic,Russia,44 37 11N,41 51 46E,NA,20.20108837,18.21952054,24.22605094,-31.06682874,2.474982213,2,3,4,3,NA,NA,NA,NA,18.5881254,102.840674,5.816030934,8.490698778,NA,NA,NA,NA,NA,NA,NA,NA,17.62808458,34.94169351,17.62383974,105.1250199,109.8570013,107.6046158,5.756539381,6.962352085,5.268510849,14.89714359,10.18074025,4.013646644,49.03010901
PI440033,45.095,43.36638889,Agronomic,Russia,45 05 42N,43 21 59E,NA,10.09310435,20.03062786,34.61631082,-44.25910905,6.997447653,1,2,2,2,NA,NA,NA,NA,17.45345921,101.5774836,5.791900837,9.005542664,NA,NA,NA,NA,NA,NA,NA,NA,15.40951414,27.23743589,12.46283106,97.55635408,107.2952311,97.49417608,5.583818786,6.538125077,4.830241016,10.20081821,18.7292582,6.226664841,51.04832162
PI440034,45.095,43.36638889,Agronomic,Russia,45 05 42N,43 21 59E,NA,29.55457338,12.03251197,22.17516541,-34.38437021,7.484650134,2,3,4,3,NA,NA,NA,NA,17.85785581,101.5774836,5.781936667,7.820204413,NA,NA,NA,NA,NA,NA,NA,NA,13.74558632,30.09286004,16.66247538,95.03346548,109.8570013,97.49417608,5.360298016,6.382920074,4.783835975,10.70880925,6.765374916,3.568925284,49.03010901
PI440035,45.095,43.36638889,Agronomic,Russia,45 05 42N,43 21 59E,NA,1.025600835,13.64623461,40.15991934,-49.95286744,12.08091093,1,2,2,2,NA,NA,NA,NA,14.83862294,100.9458884,5.741239637,9.085505959,NA,NA,NA,NA,NA,NA,NA,NA,7.493251451,5.309933425,7.301822379,92.51057689,109.8570013,89.9113463,4.415414762,5.493078058,4.881802173,15.33256449,14.82381826,6.067835784,51.04832162
PI440036,43.10416667,72.9375,Agronomic,Kazakhstan,43 06 15N,72 56 15E,NA,-30.34871772,37.54103721,19.25412069,-21.75656508,6.993484262,1,2,3,1,NA,NA,NA,NA,17.25715018,102.05118,5.811228925,7.845005863,NA,NA,NA,NA,NA,NA,NA,NA,12.98925549,34.1335546,5.885074898,95.03346548,120.104082,94.96656616,5.431418261,7.024434086,5.330384237,3.322204758,9.630037848,8.41850583,53.06653423
PI440037,42.98222222,72.36833333,Agronomic,Kazakhstan,42 58 56N,72 22 06E,NA,-50.10128453,49.85483146,-3.957046851,6.104790968,6.838736473,1,2,3,1,NA,NA,NA,NA,19.80524138,102.3669776,5.805826664,8.453496603,NA,NA,NA,NA,NA,NA,NA,NA,23.12408861,37.04285468,25.82073589,100.0792427,122.6658522,92.43895623,5.248537631,7.515916595,4.794148207,9.200386862,14.39942375,4.950738081,50.03921532
PI440038,42.98222222,72.36833333,Agronomic,Kazakhstan,42 58 56N,72 22 06E,NA,-42.45705545,39.56290599,4.430033,-3.834712886,11.28902293,1,2,3,1,NA,NA,NA,NA,18.4664138,101.7353824,5.816751236,8.304260294,NA,NA,NA,NA,NA,NA,NA,NA,15.05655976,41.13742516,12.81701793,92.51057689,117.5423118,94.96656616,5.533018611,7.500396095,4.990080602,3.742074909,14.13670334,8.953230322,47.01189641
PI440039,43.01888889,71.19138889,Agronomic,Kazakhstan,43 01 08N,71 11 29E,NA,-53.58506202,48.76003341,-3.282560495,6.163264221,5.729685278,1,2,3,1,NA,NA,NA,NA,16.36198101,101.7353824,5.800664504,9.348914459,NA,NA,NA,NA,NA,NA,NA,NA,14.65318331,21.31108387,4.721318038,92.51057689,114.9805417,97.49417608,5.177417386,6.434655075,5.722249029,6.017667451,21.13416042,12.2304032,51.04832162
PI440040,43.01888889,71.19138889,Agronomic,Kazakhstan,43 01 08N,71 11 29E,NA,-37.11513018,42.86326466,8.145130559,-7.357157363,6.147868584,1,2,3,1,NA,NA,NA,NA,16.44835698,102.2090788,5.756846168,8.334193078,NA,NA,NA,NA,NA,NA,NA,NA,17.88019486,13.17581883,10.23651359,100.0792427,120.104082,92.43895623,4.654175584,5.834529064,4.96945614,8.682028652,13.16160644,5.300162007,50.03921532
